review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
9268d31a6d7eef8d53e04771f1e265b8,d80b2f94bd1ae8c94f10c5084b1ee36a,5,,Entrega super rápida! Produto de acordo com as características descritas no site! Excelente!,2017-08-16 00:00:00,2017-08-16 22:09:15
5d0a02a135d59674ebd32b2eadd9855a,aee59dfc7dd589a60400818c624a6f91,5,Ótimo,Ótimo,2018-08-29 00:00:00,2018-08-30 15:45:54
71c4305d6f3bee2f37671897db171803,151a947a0eba9ad24a327a471cd282ca,5,,,2018-03-29 00:00:00,2018-03-29 21:01:51
eb20536e4455b5b61dd7e34694cb5508,d8af0191c574aef677e1530618925317,4,,,2018-03-30 00:00:00,2018-04-01 21:25:41
f5c3a90b65b6f93d356f992b3e6408e5,786a54ce0cf9dab273f41727d56f96ec,5,,,2017-11-17 00:00:00,2017-11-18 00:57:01
9030f7a86b2ae9207a19237c45cc98d6,5fc078d078575df6ce8980acdcfb6dad,5,,,2018-02-28 00:00:00,2018-03-02 19:35:35
e4758a5d4173c04ce04772bddd572ce8,2d707687709e7c9a3ba4c8c1749afa6f,1,,bom dia não sei se foi os correios que atrasou mas o produto demorou demais para chegar,2018-03-10 00:00:00,2018-03-12 11:27:42
31b8c2f5d2aef6dc4dd8d033056cc3bb,1fb291320c9a5276869ee9f50fe885e2,5,,,2018-08-02 00:00:00,2018-08-05 18:59:49
75df6dcb207567306d30a146b7ebb19f,5b9da7851555fad1474e656c2af2979a,5,,,2018-04-20 00:00:00,2018-04-23 00:46:48
4a695248a59c5f911a78bc96d8d93c0b,188804952924592ac0678c7ab1b42860,5,Muito bom ,Otimo,2018-08-31 00:00:00,2018-08-31 16:05:05
d754c015fdd00a0258ef094e26bad8a5,fb04716648402d4fd6f8158e51779fa8,5,,,2017-04-05 00:00:00,2017-04-05 21:23:05
9d65a54734dcf1398591911c7ced10e9,a2f8f44bc77354a5f4e5bc4a14573d58,4,,,2017-04-28 00:00:00,2017-04-28 18:28:18
347b3658f251e445b45292d2b3a2a8fc,d9b968b9f8c464fd7941981e0ee66845,5,,,2018-08-10 00:00:00,2018-08-11 01:37:36
c8f6dbea64d0e87fa594c890dde5d3da,6a1dff28da32815c94da401e19d2a7f8,3,,"Ótima compra entregue dentro do prazo , gostei 
 ",2017-04-01 00:00:00,2017-04-22 17:04:03
5ce0bea927e8c8a06ae61fcf1ecb6738,ea7895cb0e61c16f3121758d67031529,4,,,2018-07-13 00:00:00,2018-07-14 11:29:13
255be0492f9dd919abc276a0f4aba56b,5a409b9e0ab85bdafd5a5b75f4571b7a,5,,"Recebido antes do prazo indicado, sensacional.",2018-04-20 00:00:00,2018-04-21 15:52:20
6bd1122e3498dd26bf47d4527c13056a,99b224dfda8cffb18398d17cfcba756b,5,,,2017-09-02 00:00:00,2017-09-26 22:53:27
8533924599a825db6ea3f1e980671150,64a0f964b7b91b348c6cf4d3e2deb256,5,,,2018-06-30 00:00:00,2018-07-01 10:52:09
93a8b1918443da56523abd4759b66546,73612117a85e3e65d7ac69f7e5df1540,5,,,2017-05-20 00:00:00,2017-05-21 23:48:24
891a970ff766151c96f0ca9516c62c36,46162b40be0f9a769ab382cfac1d9a20,5,,"A qualidade foi um pouca abaixo do esperado, mas como é compra via internet, estou satisfeito",2017-08-25 00:00:00,2017-08-28 10:30:47
edb5ee7c33c2afed4531051c25cc8603,0b3d8a1bbaa4e340e25adfd640f70308,1,,,2018-05-08 00:00:00,2018-05-10 13:43:37
3aa866865b200dccd31f7f8020cbfef1,04467aceefd2346ed54c7fd9e40721a6,5,,mt bom,2018-02-06 00:00:00,2018-02-15 17:26:31
6957f4fd268224c861e7feee604b1158,c263211bd219538f7c031591e87ef0d7,5,,,2017-12-06 00:00:00,2017-12-07 10:23:15
ba93ca91d4f0d57316fd86d5de99af3d,8b30044038679449c915fdb8f46d6712,5,,Boa negociacao. Otimo produto. Satsfeito com a compra ,2017-10-05 00:00:00,2017-10-05 21:36:31
dd6e9d8ecbe106b6eddc67776eae3f5a,30d19b812b28dacc532f74cd39bba67c,3,,"Uma crítica é quanto a entrega.
Efetuei o pagamento do frete e tive de ir buscar o produto nos correios, tendo de pagar passagem para tanto.",2018-04-03 00:00:00,2018-04-05 20:05:23
b8fdaa6fa509bd1405ee9cdb71258f64,1b25b7f6d3514c227d59499f63573fde,1,,"Parece plástico de encapar caderno, muito fino, não parece em nada com o descrito e não é blackout. O desenho parece que foi impresso errado e com resto de tinta, é todo falhado. PÉSSIMO NAO RECOMENDO",2017-05-25 00:00:00,2017-05-26 04:13:28
be70d163e1ab9bbfa1afbb223d174129,013037c3f1773cc8fdbaf8ff54d8013b,5,,,2017-04-04 00:00:00,2017-04-05 11:35:23
70141926f15354ed15b07090f015143b,7efedf2c0bfaa6cae462a2d447584503,5,,,2018-01-17 00:00:00,2018-01-18 08:40:27
b9422cddd1a939fc8522ca5db9879a3f,19a0bf5e25218efc09e3b4e6b9f55c0f,4,,,2017-05-19 00:00:00,2017-05-20 11:57:44
cc1715ab0314063106c7c422ff836a52,8e90c3fae41af15f01fac3ca5b6037fb,5,,,2018-03-16 00:00:00,2018-03-20 17:14:10
8483cc15648e0a1c22a8e1ef79ab9599,59a102271eb92484cb4b57af66a13e02,5,,,2018-06-05 00:00:00,2018-06-06 08:46:48
5821c8dba0c12a0c8bfd9d1ccb7ba536,0c4e55eefa45381c3ac66984b7be7822,5,,Conforme anúncio.,2017-03-11 00:00:00,2017-03-13 23:30:48
146fa2e334edcf69d767c42b62d411a5,d776bd888cec910433d34b5501ebf2d6,3,,"O produto é muito inferior ao que demonstra na foto. Parece as fotos do Mc Donald's. na foto um enorme lanche na mesa pequeno.
lannister deveria analisar os produtos antes de vender.",2017-04-01 00:00:00,2017-04-04 13:20:55
3042ae1aaa132249b28880206029f689,2d3a9613540af5e9c2ceb366d9db5720,3,,,2018-05-23 00:00:00,2018-05-24 01:25:19
84361ab4c64dc3485a2b89e15c50d1f5,736bd2c49bc856e7dbaf8106a23036f8,5,,,2017-02-10 00:00:00,2017-02-11 11:43:17
a0135bf64d9552a565ab283b550da402,faf5353e864ae43e76a472b039d0a1a2,5,,"Fiquei dias sem uma posição do status do produto , informando que algo de errado aconteceu na entrega ",2018-04-14 00:00:00,2018-04-14 20:16:56
0ad87184dc47c36db717b98e8baca9cc,b4c317bb5f8fb237f37171f190e8d332,4,BOM,BOA ENTREGA,2018-07-31 00:00:00,2018-07-31 16:47:05
d108b0b1eb80fd6dc32c96f611eb9793,5433a0ef395e151f154279cd3fcde661,3,,MERCADORIA NÂO CHEGOU,2017-07-09 00:00:00,2017-07-17 18:21:23
16b2b23d8aa4f72a33bcba19786e0808,c8da1e97d81e786470cac73c845ff45f,3,,,2017-10-31 00:00:00,2017-11-02 16:06:33
8bdc7255921e4b772a7e37f5e7f8b2d3,55e54fbe84b592cd76e9cb620b4e41be,5,,,2018-08-22 00:00:00,2018-08-22 22:01:52
6f08ae3ed512dc237d36a0a63cd6c1dc,79de12ad0d6a9e82e8f7bd4cb879a1a7,5,,,2017-03-25 00:00:00,2017-03-29 18:22:39
78cb166f3f247fb096b936fc53b8f6b4,c283d7942d2bbca2c27a9c15ee2a390e,4,,foi entregue no prazo ,2017-12-22 00:00:00,2017-12-22 22:57:41
11b7da00e5de667df747bfed746cd44f,157ca6af9e09fbc0742ec25ceb3f0f67,5,,,2018-05-18 00:00:00,2018-05-20 18:34:15
2f3e64e6db58b8070eb1e406882397f0,c8cfb4925dd910cb0cf8c67761fdbe5d,5,Ótimo ,Comprar na lannister é muito bom...virei fã ,2018-05-22 00:00:00,2018-05-22 23:10:19
e9d367dcb13b0fdb9e5a3892ee42bb56,124a51eba46b576ea4c0bd1bc8342cee,5,,,2018-02-10 00:00:00,2018-02-11 00:27:28
ba0252394ceecca6d0e9803d75182eb5,002955b0acc63d04f6724a31967e82bd,5,,,2017-12-27 00:00:00,2018-01-02 13:37:52
450cc380a56fcbe0fc194c807b0bd05d,6c509b69d13782c154a9e4ab698f5605,5,,,2018-07-06 00:00:00,2018-07-06 20:32:13
b06f6882b1c0bc82ddf057b58b86fe50,1536003b9af6a526e0d02b8cd13fd2af,5,Muito bom ,"Ótimo, excelente produto recomendo a todos ",2018-07-12 00:00:00,2018-07-13 10:49:12
5c45d688c860d079081a7b3e46205b16,1c70638bb9739cd0ec124e4af1367312,5,,,2018-02-10 00:00:00,2018-02-10 19:52:24
83cd133c6aed2822d8a296b7824dc9f5,aa61e95f95f3ec74b8a3b7c5c174c0c5,3,Frustada,"As configurações virem em outra língua, não veio manual em português. 
Não sou obrigada a saber como mudar no aparelho. Agora tenho que traduzir p/ poder utilizar. O aparelho em si eu sei que é bom.",2018-07-11 00:00:00,2018-07-12 11:01:18
8b750168280764241de9d2d3d2e896eb,8b1a244fd71d5bc234197998cd5bc59a,3,,Achei so injusto cobra a racha de entrega se o produto nem chegou a vir na minha casa fui buscar no correio e o mesmo me disse que nem vieram na minha casa entregaram a notificação pra busca direto no,2017-07-29 00:00:00,2017-07-30 18:20:09
1274b506a5525dd603abe261d5c71ed1,7aad54859be57990ed094ca49a651d11,1,Recebi o produto avariado,A capa veio danificada. Colada. Já abri reclamação e aguardo o reembolso do meu dinheiro.,2018-05-08 00:00:00,2018-05-10 18:40:00
3ab23c041a0ed2dbf1d7c139e29f9034,56f663cba1638e1a90a2fb8e4716a2db,3,,,2018-02-23 00:00:00,2018-02-23 23:46:03
c374da82d5c67281544168e3cfb22be3,73bf036e9d518e060d6f766d816483cb,5,,"Otimo, preço, entregou antes do prazo e produto de ótima qualidade.
",2018-03-22 00:00:00,2018-03-22 21:32:12
12e77e97017f36d9283cc9f719a18aa1,66ecad7b5ce5c0df4e95f46d12076ed3,3,,O produto é bom mas veio da cor errada.,2018-01-10 00:00:00,2018-01-11 13:45:39
abc02d91c621de476d2ad25d6eba5f62,db655922543a6cebb4a48f8290405a60,5,,,2018-06-23 00:00:00,2018-06-25 23:13:49
fdb72b5eb53f7269100e2e97010b90c6,5a2a431c383bfb1cf91cef8f21db8751,4,,,2018-05-12 00:00:00,2018-05-13 14:22:14
3acc1cb312ac0075c8aa2b3087cb41a1,f4a88e642ae69a32fc88f63ffbf49651,5,,,2018-03-21 00:00:00,2018-03-22 04:39:53
17cd6c58b7f446d45c9951780520e258,977b31c8455f33c500fbd18a7770be82,5,,,2018-08-02 00:00:00,2018-08-04 21:41:11
5b48292839292e11b55f757327f1881b,d2975b514d409e2944d8d63ec7156292,5,,,2018-01-10 00:00:00,2018-01-10 09:55:22
8028eb3b4ef66817063e87726f020fde,e62c3201015050463bc2e3b6599a6bc5,1,,"Comprei o produto e até o momento não recebi e também não tive nenhuma satisfação de o que aconteceu. Que o valor foi debitado, isso foi.",2018-03-22 00:00:00,2018-03-25 00:20:13
b1daca0e51fbb9301c7238a24140dda6,432ca501b6803f37fe26134bedda2972,4,,"Ótimo custoxbeneficio, recomendo-o. Entrega super rápida. ",2017-10-12 00:00:00,2017-10-15 10:23:58
7edc6bcc5bdefed730bf78ceb845a1e4,5a4fb5816ef33f8e7514eb2719b794ea,4,,Boa empresa entregou antes doi prazo. Produto em perfeito estado.,2018-01-27 00:00:00,2018-01-28 10:24:01
e4ea20979a7fa39a22afa39c434b4248,8707490ec96f386b36d2582753d9fcdb,4,Entregue,"Entrega antes do prazo, produto ok... porém não posso avaliar antes de consumir por um tempo determinado.",2018-08-28 00:00:00,2018-08-31 03:20:11
1f0d730d189c6771af9ea5be6a44b90f,6332fe107a5380313f3f40acc5823b90,5,Super recomendo !,,2018-06-27 00:00:00,2018-06-28 00:58:47
e94270041cf24a981afcaefc68eb7264,d8457bd7376bc47702228915e4c4f187,4,,,2017-11-17 00:00:00,2017-11-17 15:39:15
22682680ae1aeb5589d0c44c61379497,e4272316e0c554e6648e2148434abd44,4,,"O produto chegou dentro do prazo, bem embalado, 
A descrição não era muito clara e detalhada, então fiquei contente em perceber que o produto era mais legal do que eu tinha imaginado que seria.",2018-07-12 00:00:00,2018-07-12 17:03:55
e43a22de698d6784e2cc6e75f261603a,8d0c7472a5800dbd21bd547db00f541c,5,,,2018-02-16 00:00:00,2018-02-17 04:06:17
176e67c403f7847d478523bb3bafec86,349d896b203bc2e9da0f54cdf74f4d34,5,,,2017-12-09 00:00:00,2018-01-24 16:59:08
0c80c549846c5481daad2eb09ec37bfc,d4f1f8bb167c14ceae69adb36c2634b2,1,,Péssimo produto,2017-06-30 00:00:00,2017-07-03 11:59:45
c035952ab08e78be9cae6cdaf0a8256e,b063bf13bfec7c847d7a6bdb54554c00,4,,,2017-01-26 00:00:00,2017-01-27 18:26:43
e2645113e806a8f1dc6b723d3debac65,4189d7b1c5bfba9152bf1ea5efab2be8,5,,,2017-09-21 00:00:00,2017-09-23 22:27:08
35995ce5fe8ca142ddb60dfa1ff82022,4a7676ed277c46594e4bc347c5be54df,5,.,Veio faltando uma pecinha pequena o puxador da tampinha dos potinhos.,2018-05-22 00:00:00,2018-05-24 14:43:27
a958c4ac615a4c8cfe21976874ee6ff7,44e4c5a939b122bbe9e4688a50e44167,3,Bom,"Único ponto negativo é a embalagem do produto!
Caixinha da Casio muito feia,
E que não oferece nenhum tipo de Proteção ao objeto!
",2018-06-26 00:00:00,2018-06-27 01:15:29
211a9b42d1f77741cef8167f02ba2e7b,b176e1a76bb30bc22f454c774e2826c7,5,,Gostei muito. Chegou no prazo informado!!,2017-07-15 00:00:00,2017-07-15 12:50:52
a94df2f50635039e9fc26a0b29ab9c40,4fe68e1b224989d596e61f2fcf892012,5,,O produto chegou no prazo correto. Ainda não coloquei no lugar mas acho que ficará bom.,2018-04-14 00:00:00,2018-04-16 21:04:07
79a4d906efe63c82d57f46c6f610d407,d512bd494537d839564f29a45558e105,2,,,2017-12-09 00:00:00,2017-12-11 10:02:53
ecd9f478c11802ce569f4c3d91833645,fb08dd566174dbeebc7a8657b0c1aeb7,5,,,2018-02-02 00:00:00,2018-02-03 13:17:53
26e68a46b421d6e1a626c61836e093b2,16651b7711b8c360e79e0ac07fc8a1a9,5,Super satisfeita,Ótimo produto!! Chegou super rápido!!! Ótima qualidade!!! Super recomendo! É lindaaaaaaa é bem grande!! 😍😘,2018-05-03 00:00:00,2018-05-04 02:13:19
88b5f926ef359aad91efce9b83885dd6,f61feb20afb6d78848447eda7f01eebd,4,,,2018-05-09 00:00:00,2018-05-12 22:47:07
d3e1e0bd4baf359ca2bcec39b2fd5a4f,bafb684404bd59635ed1f02e09058779,5,,,2018-07-07 00:00:00,2018-07-09 20:16:03
d740b30ec7360e6d472cddaf0aab4f36,917971c9015d85949419eee8f288ac07,5,,Produto entregue no prazo é em ótimas condições,2017-12-01 00:00:00,2017-12-11 19:50:15
83ae6ead20684ce26b168b6a6f766c99,54aa8637ed83c419df8db2d38d7f550e,4,,,2018-02-18 00:00:00,2018-02-20 13:54:11
ae5578546a4149b8f401dbbedba8a8af,6d2cb1a61d735811e501bb71b6dd9c35,5,,,2017-02-21 00:00:00,2017-02-22 16:58:18
b451d2c3e31057211e7f6252162f2851,dfa7d326a489fe0c01a652351a552b43,1,,,2017-05-05 00:00:00,2017-05-06 01:21:06
737b9d5c0ee594eb8ccc2b6cee8f4f34,2df92600294b6acc114b86b79dfff0f3,1,,,2018-04-13 00:00:00,2018-04-13 21:22:34
50c2572dbadf06adef0279620e1aa427,fd33ba57c9de6097c36bb005351c1168,5,,"Entrega dentro do prazo. 
",2018-03-17 00:00:00,2018-03-17 14:31:26
0367bb6aa1a7d42ad2f047998d68b726,c8126206d94637a4e63af00f4181a14d,5,,Sabor agradável.... Recomendo ,2017-06-08 00:00:00,2017-06-11 00:25:19
517623f52b801129ac4b4c560d70635b,262118ce178bb3e4590a3adcf6d62e6b,1,,Não recebi o produto e até o momento não obtivemos retorno em relação a devolução da fatura e pagamento,2016-11-18 00:00:00,2016-12-19 11:24:05
0691098ae25d667e52e0ca600bcd4ed3,588c0e3b460d83b9cd8a270edc0f4da0,1,,Não recebi ,2017-12-08 00:00:00,2017-12-08 10:48:56
362bf233d49f1082626392eb5746f8d4,6f752180f34073c79120a1f2827a39ed,5,,Recomendo,2017-05-19 00:00:00,2017-05-20 02:58:06
c91518c74a39885a6655f9ec9bae9e0b,5ac35c7287e56c2444bcdc43f142c0e2,5,,Atendeu a expectativa!,2017-12-05 00:00:00,2017-12-09 15:51:30
c535a2368994f368e70426a024cec41f,6987c0cd8bb9f8e32f9c863f2fd1848e,4,,,2018-01-19 00:00:00,2018-01-20 15:51:59
411bae40ef1815c49333e436fa77ea7f,dbeb15c52e114604b6f96141f354fbc6,1,,,2017-10-15 01:00:00,2017-10-20 21:38:53
ce7419a4806537498bd4bf87b5f053a1,472ef9d922172a83923731547a53978f,5,recomendo,Foi uma ótima compra,2018-05-15 00:00:00,2018-05-18 01:02:03
a0caeb49360c7afacbd5dc0e64d96b93,96b2e80dae1e727fd9f346aeb278d1fc,1,,,2017-06-25 00:00:00,2017-06-26 14:27:52
3390d5f386750545dba5deea21fbde3b,110f23195a2ddb2ccaad30b37bfacbbf,5,,,2017-12-27 00:00:00,2017-12-27 21:52:00
7a36da48c5b28011c5fc942db7933afa,7889d1a822285ed5cfe03a062ba9ee07,5,,,2017-09-20 00:00:00,2017-09-23 01:52:25
9b784434609a14ad301249b6079d3b4d,8fc77c04dfa38df89a157e9e81a75ac4,4,Ótima ,Tudo certo com a entrega e o produto é de boa qualidade ,2018-08-28 00:00:00,2018-09-04 01:19:50
9d098ab2fb2259e0d5c2b66c7d0a819a,517ff48f259d8b8c702398a25cbd5450,4,,,2017-07-06 00:00:00,2017-07-07 20:50:59
e8b34468cf831797e101312218e8d506,fa9a30d528467b9e8e4ec84a6f9c4918,3,,,2017-12-07 00:00:00,2017-12-08 00:52:39
3a2d24ff03870a5ca37390bd25edccf6,ee8b2d168886de97bcaf86366cf3e2b0,5,Extintor incêndio carro a,Gostei. ,2018-06-06 00:00:00,2018-06-06 23:54:42
e2afdbba33decd5388b2c846a60a3089,3600dce59c2a50ed7c67e0d818b1e5bd,5,,,2018-07-14 00:00:00,2018-07-15 20:46:14
6ac6caf42beaa679b394b3e4ec9680f4,f8cc76d89295e1bdf2215efe69872481,5,,,2017-12-21 00:00:00,2017-12-22 00:22:57
5a785f595c586fac257cbba50d15ebc1,ceb741915c1b919741702872a6da9853,5,,"Negociação concluída com sucesso, tudo ok!",2018-04-04 00:00:00,2018-04-05 15:15:16
2e70fe177ace809dec4dd1ab92d590f9,8ab806ee10c5bea563190cd4b77c1f37,5,Ótimo ,Comprei costei não foi pra mim mais a pessoa que comprou gostou muito e o prazer compra com vocês super recomendo o produto e ótimo bom de mais a entrega no prazo certo muito rápida obrigado pelo cari,2018-05-17 00:00:00,2018-05-20 16:01:53
041ca1485c64e43e54508b677def4a24,60a87e6c088c81605a4425ceffb2a043,1,,"Comprei um kit composto por um bebê conforto e uma base, me entregaram somente a base e nem notícias do bebê conforto, o item que mais preciso não mandaram. E não venderam como 2 produtos distintos.",2017-09-15 00:00:00,2017-09-16 01:46:03
1b52390668037c7824f64bed8c86c275,03dab6b77334d60ea91564ec4c7813a1,5,,ND,2017-10-12 00:00:00,2017-10-27 00:36:39
a1b54b1c78fcc04aa62ac9fc42792b19,13022256b6b5b8535e57b1877c0812ee,4,,"A targaryen entregou bem antes do prazo, O produto ainda não vi mandei entregar na casa de minha mãe.",2018-01-09 00:00:00,2018-01-10 04:54:43
b29722d44384f330470e42a059f6de89,38c173dfe3aac4bedccd485f5424609d,5,,,2018-06-09 00:00:00,2018-06-11 21:07:01
e55a3be1e1c813ddb7fdc1c0739a0a57,a551834624af764f01a27c3677e583e4,2,,"Entrega no tempo previsto.
Gostei muito,são bem feito.",2017-12-14 00:00:00,2017-12-15 02:22:46
b565b32a2cb55a4af81c4b03057e93ca,83e6f572594bab0ee7bc76298f38ceb4,1,,O produto veio errado e ainda não me retornaram para fazer a troca.,2018-03-24 00:00:00,2018-03-28 16:52:06
d4e0c7e8ce7ee477f023f911ee220b6f,377696852de6926eeb2b8322d847a15b,5,,,2018-05-11 00:00:00,2018-05-14 21:37:01
f11afdf7b8972d60b3f973af102ac559,3c4ec7795b9ef9b762cb33214c19c80c,5,,,2018-05-19 00:00:00,2018-05-22 11:58:35
2b4cba8dedbe8feeb96701306f8ea760,52cf38023b42cb0b26ced61e1a900c47,4,,Bom,2018-02-28 00:00:00,2018-03-02 09:49:32
5dc8665b80906e6eba833e00e75a8b0f,4830280b9a6e4d1c34a700dfc5ab2b06,5,,,2017-12-20 00:00:00,2017-12-21 10:31:31
9b568bcc421abe02391f919ef5629410,9d57c2295efd51a11106d2d8175c676a,1,,,2018-03-23 00:00:00,2018-03-25 09:10:38
2f4b2b3ae00f89b0314cf6d3dc71a5e7,303a4a6b21eb42281f7da1e27d1abac4,5,,,2018-02-01 00:00:00,2018-02-03 21:31:45
4fe5b14f77d2cc5df16200b7d7894b14,6f9c77bec121542d4ebb3b5b536cec1e,5,,,2017-08-22 00:00:00,2017-08-22 23:53:32
b98f3dfc332318c814443bfb00072521,e137f3b8d8f48a149df7322275e474c5,5,,,2018-06-02 00:00:00,2018-06-03 23:13:55
a525f7e4bb0fc68d5d920d1e6561b18f,252a85fbb824c236e3b232f556edfc68,4,,"Muito bom, o prazo foi atendido conforme enviado na compra.",2017-12-27 00:00:00,2017-12-30 10:31:46
b22adc8ff36b4989f3bd1f5a3584c05b,8cc7ecd8057b154fb9227536dba2ce24,5,,Excelente produto e com suporte. De pós venda maravilhoso,2017-12-13 00:00:00,2017-12-15 08:46:16
21d21a437a5ba610f2487c5ecbbb7445,3f264002073a8f23aa66fa3ce82cc5ce,5,,,2018-03-20 00:00:00,2018-03-21 11:29:23
a7ff73bc13eef2736b95d913a11b6f48,a29c25c2c9c3100daf48a25880312c23,1,Insatisfação ,Meu produto veio faltando com 5 quantidades e apenas recebi 4 e ninguém me atende no sac ou me da alguma satisfação ,2018-08-09 00:00:00,2018-08-09 23:08:15
8f2d330759b2274b7ae54a722538af78,c1218dcc236c1b2e5d2e9e4313127c0b,5,,,2017-02-16 00:00:00,2017-02-17 03:45:34
79d03da5d9bd976baa654803596790b7,af3b41ce890eefbd6ee273bf7df396dc,3,,,2018-07-24 00:00:00,2018-07-24 15:04:17
86ce7819f7e8b3d8be5855509c58328d,3a2ac4b422b1c2e54b864f20f4331f4d,1,,,2017-06-23 00:00:00,2017-06-24 02:59:25
906a95443d18edb22906a4d9e3278428,17825f24877a9289214c301ae0c9424b,3,,o produto não foi entregue ainda por inconsistencia no endereço mas a responsabilidade não foi da loja,2017-06-03 00:00:00,2017-06-03 10:00:26
121a1bb0dfa93336ab3707400af3028c,917a7774cb93f6df3d4f5eada57f0154,4,,,2018-04-04 00:00:00,2018-04-04 18:54:12
b6243732e263bbe110ba2d80d518fe04,d04eab35da4dc8a5fbab6771c0a8b517,2,,,2017-03-28 00:00:00,2017-03-30 21:47:10
122f32be592b2f8d2ee1a9e21e3ab89c,3118c0aa61dc4829da442c97ff41d2dd,5,,"Gostei muito,e chegou rápido",2018-01-09 00:00:00,2018-01-11 23:54:18
d895793ed7096522e5c4b0d17b0c6df2,c689c936050f0c8fa39e46f97d99a633,1,,"Paguei e aguardei cerca de 30 dias o envio (já um absurdo tanta espera). No dia limite de receber, apareceu no site como ""produto indisponível"". Usaram meu dinheiro e agora aguardo devolução. VERGONHA",2017-05-31 00:00:00,2017-05-31 15:39:31
9a29ac944dcf6948516e56a1b51e47ff,d6d7735ea8ca2ff812e770a2bde2b193,5,,,2018-01-05 00:00:00,2018-01-06 18:53:46
0d5886256e41c682dcf138af317ff3a0,7ab9c55c59eaeea579d047e2d8aaed81,5,,,2017-02-02 00:00:00,2017-02-02 22:31:06
04bf1ec929742d29196ba13f0b65cf66,4b5f8550e687d71b64917312c8574b4b,5,,,2017-09-23 00:00:00,2017-09-25 13:21:13
58cd9a3253e2d18a6656e4e4603245ec,8be3f8cf0b9c0840f7fc2d6dcd6b9570,5,Estou agradabilíssimo! ,"Ótima loja, fez a entrega no prazo determinado. Obrigado!",2018-06-12 00:00:00,2018-06-12 23:31:10
